id,title,description,category,hand,department,priority,sla_hours,urgency,resolution_steps,citations
syn-0938,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0938 | KB-ACC-1
syn-0939,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 4; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0939 | KB-ACC-2
syn-0940,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 9; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0940 | KB-ACC-2
syn-0941,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0941 | KB-ACC-1
syn-0942,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 6; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0942 | KB-ACC-2
syn-0943,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 5 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0943 | KB-ACC-2
syn-0944,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 9 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0944 | KB-ACC-2
syn-0945,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 4; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0945 | KB-ACC-2
syn-0946,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0946 | KB-ACC-1
syn-0947,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 5; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0947 | KB-ACC-2
syn-0948,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0948 | KB-ACC-1
syn-0949,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 3; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0949 | KB-ACC-2
syn-0950,Privilege escalation request ambiguous — Satya (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P0,4,high,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0950 | KB-ACC-3
syn-0951,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0951 | KB-ACC-1
syn-0952,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0952 | KB-ACC-1
syn-0953,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P2,48,low,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0953 | KB-ACC-3
syn-0954,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0954 | KB-ACC-1
syn-0955,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 9 — need O365 and VPN accounts.,Access Management,2,Access Management,P0,4,high,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0955 | KB-ACC-2
syn-0956,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 3 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0956 | KB-ACC-2
syn-0957,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 2; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0957 | KB-ACC-2
syn-0958,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P0,4,high,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0958 | KB-ACC-1
syn-0959,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 9; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0959 | KB-ACC-2
syn-0960,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 5; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0960 | KB-ACC-2
syn-0961,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 9 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0961 | KB-ACC-2
syn-0962,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 6; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0962 | KB-ACC-2
syn-0963,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 2 — need O365 and VPN accounts.,Access Management,2,Access Management,P2,48,low,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0963 | KB-ACC-2
syn-0964,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 4 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0964 | KB-ACC-2
syn-0965,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P1,24,medium,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0965 | KB-ACC-3
syn-0966,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0966 | KB-ACC-1
syn-0967,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 5 — need O365 and VPN accounts.,Access Management,2,Access Management,P0,4,high,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0967 | KB-ACC-2
